PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27786406","Childhood Hodgkin International Prognostic Score (CHIPS) Predicts event-free survival in Hodgkin Lymphoma: A Report from the Children's Oncology Group","Schwartz CL, Chen L, McCarten K, Wolden S, Constine LS, Hutchison RE, de Alarcon PA, Keller FG, Kelly KM, Trippet TA, Voss SD, Friedman DL.","Pediatr Blood Cancer. 2017 Apr;64(4):10.1002/pbc.26278. doi: 10.1002/pbc.26278. Epub 2016 Oct 27.","Schwartz CL","Pediatr Blood Cancer","2017","2016/10/28","PMC5702912","NIHMS920697","10.1002/pbc.26278"
"32968041","Gene co-expression networks in peripheral blood capture dimensional measures of emotional and behavioral problems from the Child Behavior Checklist (CBCL)","Hess JL, Nguyen NH, Suben J, Meath RM, Albert AB, Van Orman S, Anders KM, Forken PJ, Roe CA, Schulze TG, Faraone SV, Glatt SJ.","Transl Psychiatry. 2020 Sep 23;10(1):328. doi: 10.1038/s41398-020-01007-w.","Hess JL","Transl Psychiatry","2020","2020/09/24","PMC7511314","","10.1038/s41398-020-01007-w"
"33314633","Predictive Biomarkers for Immune Checkpoint Inhibitors in Metastatic Breast Cancer","Sivapiragasam A, Ashok Kumar P, Sokol ES, Albacker LA, Killian JK, Ramkissoon SH, Huang RSP, Severson EA, Brown CA, Danziger N, McGregor K, Ross JS.","Cancer Med. 2021 Jan;10(1):53-61. doi: 10.1002/cam4.3550. Epub 2020 Dec 12.","Sivapiragasam A","Cancer Med","2021","2020/12/14","PMC7826457","","10.1002/cam4.3550"
"33972391","Pan-cancer landscape of CD274 (PD-L1) copy number changes in 244 584 patient samples and the correlation with PD-L1 protein expression","Huang RSP, Murugesan K, Montesion M, Pavlick DC, Mata DA, Hiemenz MC, Decker B, Frampton G, Albacker LA, Ross JS.","J Immunother Cancer. 2021 May;9(5):e002680. doi: 10.1136/jitc-2021-002680.","Huang RSP","J Immunother Cancer","2021","2021/05/11","PMC8112409","","10.1136/jitc-2021-002680"
"33748971","Analysis of structural brain asymmetries in attention-deficit/hyperactivity disorder in 39 datasets","Postema MC, Hoogman M, Ambrosino S, Asherson P, Banaschewski T, Bandeira CE, Baranov A, Bau CHD, Baumeister S, Baur-Streubel R, Bellgrove MA, Biederman J, Bralten J, Brandeis D, Brem S, Buitelaar JK, Busatto GF, Castellanos FX, Cercignani M, Chaim-Avancini TM, Chantiluke KC, Christakou A, Coghill D, Conzelmann A, Cubillo AI, Cupertino RB, de Zeeuw P, Doyle AE, Durston S, Earl EA, Epstein JN, Ethofer T, Fair DA, Fallgatter AJ, Faraone SV, Frodl T, Gabel MC, Gogberashvili T, Grevet EH, Haavik J, Harrison NA, Hartman CA, Heslenfeld DJ, Hoekstra PJ, Hohmann S, Høvik MF, Jernigan TL, Kardatzki B, Karkashadze G, Kelly C, Kohls G, Konrad K, Kuntsi J, Lazaro L, Lera-Miguel S, Lesch KP, Louza MR, Lundervold AJ, Malpas CB, Mattos P, McCarthy H, Namazova-Baranova L, Nicolau R, Nigg JT, Novotny SE, Oberwelland Weiss E, O'Gorman Tuura RL, Oosterlaan J, Oranje B, Paloyelis Y, Pauli P, Picon FA, Plessen KJ, Ramos-Quiroga JA, Reif A, Reneman L, Rosa PGP, Rubia K, Schrantee A, Schweren LJS, Seitz J, Shaw P, Silk TJ, Skokauskas N, Soliva Vila JC, Stevens MC, Sudre G, Tamm L, Tovar-Moll F, van Erp TGM, Vance A, Vilarroya O, Vives-Gilabert Y, von Polier GG, Walitza S, Yoncheva YN, Zanetti MV, Ziegler GC, Glahn DC, Jahanshad N, et al.","J Child Psychol Psychiatry. 2021 Oct;62(10):1202-1219. doi: 10.1111/jcpp.13396. Epub 2021 Mar 22.","Postema MC","J Child Psychol Psychiatry","2021","2021/03/22","PMC8455726","NIHMS1675125","10.1111/jcpp.13396"
"26822784","CLTC as a clinically novel gene associated with multiple malformations and developmental delay","DeMari J, Mroske C, Tang S, Nimeh J, Miller R, Lebel RR.","Am J Med Genet A. 2016 Apr;170A(4):958-66. doi: 10.1002/ajmg.a.37506. Epub 2016 Jan 29.","DeMari J","Am J Med Genet A","2016","2016/01/30","","","10.1002/ajmg.a.37506"
"29357741","Clinical Validation of Eye Vergence as an Objective Marker for Diagnosis of ADHD in Children","Varela Casal P, Lorena Esposito F, Morata Martínez I, Capdevila A, Solé Puig M, de la Osa N, Ezpeleta L, Perera I Lluna A, Faraone SV, Ramos-Quiroga JA, Supèr H, Cañete J.","J Atten Disord. 2019 Apr;23(6):599-614. doi: 10.1177/1087054717749931. Epub 2018 Jan 22.","Varela Casal P","J Atten Disord","2019","2018/01/24","","","10.1177/1087054717749931"
"35567871","A novel longitudinal clustering approach to psychopathology across diagnostic entities in the hospital-based PsyCourse study","Schulte EC, Kondofersky I, Budde M, Papiol S, Senner F, Schaupp SK, Reich-Erkelenz D, Klöhn-Saghatolislam F, Kalman JL, Gade K, Hake M, Comes AL, Anderson-Schmidt H, Adorjan K, Juckel G, Schmauß M, Zimmermann J, Reimer J, Wiltfang J, Reininghaus EZ, Anghelescu IG, Konrad C, Figge C, von Hagen M, Jäger M, Dietrich DE, Spitzer C, Witt SH, Forstner AJ, Rietschel M, Nöthen MM, Falkai P, Heilbronner U, Mueller NS, Schulze TG.","Schizophr Res. 2022 Jun;244:29-38. doi: 10.1016/j.schres.2022.05.001. Epub 2022 May 11.","Schulte EC","Schizophr Res","2022","2022/05/14","","","10.1016/j.schres.2022.05.001"
"27239542","Novel verbal fluency scores and structural brain imaging for prediction of cognitive outcome in mild cognitive impairment","Clark DG, McLaughlin PM, Woo E, Hwang K, Hurtz S, Ramirez L, Eastman J, Dukes RM, Kapur P, DeRamus TP, Apostolova LG.","Alzheimers Dement (Amst). 2016 Feb 15;2:113-22. doi: 10.1016/j.dadm.2016.02.001. eCollection 2016.","Clark DG","Alzheimers Dement (Amst)","2016","2016/05/31","PMC4879664","","10.1016/j.dadm.2016.02.001"
"37059267","Quantitative Nuclear Grading: An Objective, Artificial Intelligence-Facilitated Foundation for Grading Noninvasive Papillary Urothelial Carcinoma","Slotman A, Xu M, Lindale K, Hardy C, Winkowski D, Baird R, Chen L, Lal P, van der Kwast T, Jackson CL, Gooding RJ, Berman DM.","Lab Invest. 2023 Jul;103(7):100155. doi: 10.1016/j.labinv.2023.100155. Epub 2023 Apr 13.","Slotman A","Lab Invest","2023","2023/04/14","","","10.1016/j.labinv.2023.100155"
"32929213","Transcription factor POU3F2 regulates TRIM8 expression contributing to cellular functions implicated in schizophrenia","Ding C, Zhang C, Kopp R, Kuney L, Meng Q, Wang L, Xia Y, Jiang Y, Dai R, Min S, Yao WD, Wong ML, Ruan H, Liu C, Chen C.","Mol Psychiatry. 2021 Jul;26(7):3444-3460. doi: 10.1038/s41380-020-00877-2. Epub 2020 Sep 14.","Ding C","Mol Psychiatry","2021","2020/09/15","PMC7956165","NIHMS1626128","10.1038/s41380-020-00877-2"
"34476330","Genomic Profiling of Combined Hepatocellular Cholangiocarcinoma Reveals Genomics Similar to Either Hepatocellular Carcinoma or Cholangiocarcinoma","Murugesan K, Sharaf R, Montesion M, Moore JA, Pao J, Pavlick DC, Frampton GM, Upadhyay VA, Alexander BM, Miller VA, Javle MM, Bekaii Saab TS, Albacker LA, Ross JS, Ali SM.","JCO Precis Oncol. 2021 Aug 19;5:PO.20.00397. doi: 10.1200/PO.20.00397. eCollection 2021 Aug.","Murugesan K","JCO Precis Oncol","2021","2021/09/03","PMC8384404","","10.1200/PO.20.00397"
"26538069","Clinical Sensitivity of Cystic Fibrosis Mutation Panels in a Diverse Population","Hughes EE, Stevens CF, Saavedra-Matiz CA, Tavakoli NP, Krein LM, Parker A, Zhang Z, Maloney B, Vogel B, DeCelie-Germana J, Kier C, Anbar RD, Berdella MN, Comber PG, Dozor AJ, Goetz DM, Guida L Jr, Kattan M, Ting A, Voter KZ; New York State Cystic Fibrosis Newborn Screening Consortium; van Roey P, Caggana M, Kay DM.","Hum Mutat. 2016 Feb;37(2):201-8. doi: 10.1002/humu.22927. Epub 2015 Dec 2.","Hughes EE","Hum Mutat","2016","2015/11/06","","","10.1002/humu.22927"
